imagen,caja_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,conf_deteccion,n_instancias_candidatas,instancia_correcta_revisor1,instancia_correcta_revisor2,consenso
no_retractors_Maxillary_Occlusal_anonymous_003-008-1204-00_1732791234357_Maxillary_Occlusal_View.jpg,5,1223.3634,490.53568,1464.6317,654.24646,0.6165221929550171,13,8,8,8
retractors_Mandibular_anonymous_003-007-869-01_1730263219442_Mandibular_View.jpg,1,1558.244,355.10373,1942.9514,740.0319,0.8763021230697632,15,1,1,1
no_retractors_Mandibular_anonymous_003-007-1319-00_1733466947980_Mandibular_View.jpg,5,236.22862,764.1372,546.8435,1014.0519,0.5712413787841797,14,2,2,2
no_retractors_Mandibular_anonymous_003-007-699-00_1729324752845_Mandibular_View.jpg,1,1289.5092,115.70081,1529.8986,338.8178,0.895829439163208,14,3,3,3
retractors_Mandibular_anonymous_003-007-1276-01_1733288260917_Mandibular_View.jpg,2,2205.8572,136.04749,2578.8699,512.01794,0.9145457744598389,15,7,7,7
no_retractors_Mandibular_anonymous_003-008-644-00_1729158390727_Mandibular_View.jpg,2,1414.1199,307.77673,1445.6586,474.11734,0.4966789782047272,18,ninguna,ninguna,ninguna
no_retractors_Mandibular_anonymous_003_103_383_00_1728189994793_Mandibular_View.jpg,1,1073.3317,362.41357,1340.7626,622.73083,0.899908721446991,16,1,1,1
no_retractors_Maxillary_Occlusal_anonymous_003_103_417_00_1728448767701_Maxillary_Occlusal_View.jpg,0,241.61392,987.1721,765.33624,1440.2295,0.9132506251335144,15,2,2,2
retractors_Mandibular_anonymous_003-008-1455-01_1734083939704_Mandibular_View.jpg,2,1042.1956,96.640144,1252.2207,295.6436,0.916745662689209,15,8,8,8
retractors_Maxillary_Occlusal_anonymous_003-007-804-01_1729918395380_Maxillary_Occlusal_View.jpg,4,2530.2722,1622.293,3129.9053,2046.5624,0.6585886478424072,14,6,6,6
retractors_Maxillary_Occlusal_anonymous_003-008-1437-01_1734003718169_Maxillary_Occlusal_View.jpg,1,1164.4669,461.4717,1419.1332,640.2516,0.9115785360336304,16,3,3,3
pilot_Mandibular_anonymous-mandibularView-1727782847928.jpg,1,209.18907,194.44212,409.27393,374.73624,0.9146922826766968,17,7,7,7
pilot_Mandibular_anonymous-mandibularView-1727782847928.jpg,4,241.22955,493.2832,485.35345,692.50507,0.8137953877449036,17,3,3,3
retractors_Mandibular_anonymous_003-007-1339-01_1733553558740_Mandibular_View.jpg,0,1969.4607,88.81879,2378.7146,456.3918,0.923202633857727,14,9,9,9
no_retractors_Mandibular_anonymous_003-008-981-00_1730901075927_Mandibular_View.jpg,0,861.95795,346.36438,1048.0984,554.76154,0.8858403563499451,12,1,1,1
no_retractors_Mandibular_anonymous_003-008-908-00_1730368773983_Mandibular_View.jpg,1,106.961105,55.77014,304.25583,230.09042,0.8325067758560181,13,3,3,3
retractors_Mandibular_anonymous_003_007_337_01_1728017558688_Mandibular_View.jpg,3,1731.071,340.57684,2125.4502,702.9167,0.9175951480865479,14,1,1,1
no_retractors_Mandibular_anonymous_003-008-1072-00_1731415782557_Mandibular_View.jpg,2,1020.0652,381.57953,1226.4052,559.638,0.8634032011032104,17,1,1,1
retractors_Mandibular_anonymous_003-007-849-01_1730186754981_Mandibular_View.jpg,2,2246.2559,776.4382,2628.2048,1113.0967,0.7964341044425964,14,1,1,1
no_retractors_Mandibular_anonymous_003-008-1438-00_1734004111041_Mandibular_View.jpg,4,889.0854,439.1098,1066.2375,588.5242,0.8936231732368469,14,2,2,2
retractors_Mandibular_anonymous_003-008-1324-01_1733480246380_Mandibular_View.jpg,1,20.759312,120.64374,226.0104,303.5472,0.5741982460021973,12,4,4,4
retractors_Mandibular_anonymous_003_007_420_01_1728454313603_Mandibular_View.jpg,0,1715.3104,244.75232,2019.1842,506.73993,0.9226072430610657,15,1,1,1
retractors_Mandibular_anonymous_003_007_420_01_1728454313603_Mandibular_View.jpg,3,1731.597,7.4440312,2002.6923,256.56134,0.7440733313560486,15,8,8,8
no_retractors_Mandibular_anonymous_003-007-1368-00_1733733008054_Mandibular_View.jpg,4,1951.4949,788.7572,2301.8696,1129.2676,0.25706085562705994,14,3,3,3
retractors_Mandibular_anonymous_003_007_510_01_1728719208166_Mandibular_View.jpg,6,1675.236,771.7955,1945.9183,1041.452,0.44266965985298157,14,7,7,7
retractors_Maxillary_Occlusal_anonymous_003_007_457_01_1728559826218_Maxillary_Occlusal_View.jpg,3,1387.379,970.8308,1624.8849,1139.0637,0.33759602904319763,18,13,13,13
no_retractors_Mandibular_anonymous_003-007-850-00_1730187827312_Mandibular_View.jpg,2,1985.6593,547.4223,2396.3223,945.3856,0.47560054063796997,14,4,4,4
no_retractors_Mandibular_anonymous_003-007-1406-00_1733903593844_Mandibular_View.jpg,3,1678.8665,366.7743,2088.6582,738.72424,0.3311872184276581,16,3,3,3
retractors_Mandibular_anonymous_003-007-982-01_1730953683707_Mandibular_View.jpg,1,129.18222,467.37546,536.31616,906.5208,0.8967258930206299,15,5,5,5
retractors_Mandibular_anonymous_003-007-1005-01_1731043890198_Mandibular_View.jpg,3,2159.8057,208.76596,2569.6836,610.26965,0.45876461267471313,14,12,12,12
retractors_Mandibular_anonymous_003-008-589-01_1728986264902_Mandibular_View.jpg,1,1155.4872,353.15686,1416.5582,605.2811,0.8927149176597595,17,4,4,4
no_retractors_Mandibular_anonymous_003-008-683-00_1729255621249_Mandibular_View.jpg,1,1184.0743,151.92493,1413.5359,360.69894,0.9147009253501892,14,1,1,1
no_retractors_Maxillary_Occlusal_anonymous_003-008-1438-00_1734004111041_Maxillary_Occlusal_View.jpg,1,1098.3705,426.74908,1336.5134,588.85626,0.9039731025695801,14,0,0,0
retractors_Mandibular_anonymous_003-007-804-01_1729918395380_Mandibular_View.jpg,3,1694.5968,694.8115,2030.4219,987.4652,0.8685097098350525,14,2,2,2
retractors_Mandibular_anonymous_003-008-1377-01_1733753599671_Mandibular_View.jpg,2,1009.0672,102.61002,1196.501,279.78317,0.9233406782150269,15,4,4,4
retractors_Mandibular_anonymous_003-007-766-01_1729746443704_Mandibular_View.jpg,2,367.41858,710.664,661.61414,978.24347,0.9054422378540039,14,4,4,4
pilot_Mandibular_anonymous-mandibularView-1727444771254.jpg,1,1023.63837,212.78056,1252.5569,404.08536,0.8398622274398804,24,3,3,3
pilot_Maxillary_Occlusal_anonymous-maxillaryView-1727697308265.jpg,1,79.50233,679.2994,386.69592,908.1798,0.8675472736358643,21,20,20,20
no_retractors_Maxillary_Occlusal_anonymous_003_007_367_00_1728117213404_Maxillary_Occlusal_View.jpg,1,2047.2909,947.5089,2511.262,1279.339,0.9167535901069641,14,6,6,6
retractors_Mandibular_anonymous_003-008-885-01_1730285059890_Mandibular_View.jpg,1,985.98334,245.1725,1229.6256,482.89502,0.9276752471923828,12,0,0,0
